file_path,scanner_model,dpi,doc_type
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\150\s6_88.tif,EpsonV370-1,150,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\150\s6_89.tif,EpsonV370-1,150,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\150\s6_9.tif,EpsonV370-1,150,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\150\s6_90.tif,EpsonV370-1,150,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\150\s6_91.tif,EpsonV370-1,150,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\150\s6_92.tif,EpsonV370-1,150,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\150\s6_93.tif,EpsonV370-1,150,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\150\s6_94.tif,EpsonV370-1,150,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\150\s6_95.tif,EpsonV370-1,150,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\150\s6_96.tif,EpsonV370-1,150,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\150\s6_97.tif,EpsonV370-1,150,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\150\s6_98.tif,EpsonV370-1,150,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\150\s6_99.tif,EpsonV370-1,150,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_1.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_10.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_100.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_11.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_12.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_13.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_14.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_15.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_16.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_17.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_18.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_19.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_2.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_20.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_21.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_22.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_23.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_24.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_25.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_26.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_27.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_28.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_29.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_3.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_30.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_31.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_32.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_33.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_34.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_35.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_36.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_37.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_38.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_39.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_4.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_40.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_41.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_42.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_43.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_44.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_45.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_46.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_47.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_48.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_49.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_5.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_50.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_51.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_52.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_53.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_54.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_55.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_56.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_57.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_58.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_59.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_6.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_60.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_61.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_62.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_63.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_64.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_65.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_66.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_67.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_68.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_69.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_7.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_70.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_71.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_72.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_73.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_74.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_75.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_76.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_77.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_78.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_79.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_8.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_80.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_81.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_82.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_83.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_84.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_85.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_86.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_87.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_88.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_89.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_9.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_90.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_91.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_92.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_93.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_94.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_95.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_96.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_97.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_98.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-1\300\s6_99.tif,EpsonV370-1,300,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-2\150\s7_1.tif,EpsonV370-2,150,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-2\150\s7_10.tif,EpsonV370-2,150,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-2\150\s7_100.tif,EpsonV370-2,150,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-2\150\s7_11.tif,EpsonV370-2,150,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-2\150\s7_12.tif,EpsonV370-2,150,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-2\150\s7_13.tif,EpsonV370-2,150,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-2\150\s7_14.tif,EpsonV370-2,150,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-2\150\s7_15.tif,EpsonV370-2,150,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-2\150\s7_16.tif,EpsonV370-2,150,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-2\150\s7_17.tif,EpsonV370-2,150,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-2\150\s7_18.tif,EpsonV370-2,150,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-2\150\s7_19.tif,EpsonV370-2,150,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-2\150\s7_2.tif,EpsonV370-2,150,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-2\150\s7_20.tif,EpsonV370-2,150,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-2\150\s7_21.tif,EpsonV370-2,150,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-2\150\s7_22.tif,EpsonV370-2,150,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-2\150\s7_23.tif,EpsonV370-2,150,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-2\150\s7_24.tif,EpsonV370-2,150,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-2\150\s7_25.tif,EpsonV370-2,150,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-2\150\s7_26.tif,EpsonV370-2,150,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-2\150\s7_27.tif,EpsonV370-2,150,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-2\150\s7_28.tif,EpsonV370-2,150,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-2\150\s7_29.tif,EpsonV370-2,150,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-2\150\s7_3.tif,EpsonV370-2,150,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-2\150\s7_30.tif,EpsonV370-2,150,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-2\150\s7_31.tif,EpsonV370-2,150,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-2\150\s7_32.tif,EpsonV370-2,150,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-2\150\s7_33.tif,EpsonV370-2,150,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-2\150\s7_34.tif,EpsonV370-2,150,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-2\150\s7_35.tif,EpsonV370-2,150,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-2\150\s7_36.tif,EpsonV370-2,150,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-2\150\s7_37.tif,EpsonV370-2,150,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-2\150\s7_38.tif,EpsonV370-2,150,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-2\150\s7_39.tif,EpsonV370-2,150,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-2\150\s7_4.tif,EpsonV370-2,150,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-2\150\s7_40.tif,EpsonV370-2,150,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-2\150\s7_41.tif,EpsonV370-2,150,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-2\150\s7_42.tif,EpsonV370-2,150,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-2\150\s7_43.tif,EpsonV370-2,150,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-2\150\s7_44.tif,EpsonV370-2,150,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-2\150\s7_45.tif,EpsonV370-2,150,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-2\150\s7_46.tif,EpsonV370-2,150,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-2\150\s7_47.tif,EpsonV370-2,150,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-2\150\s7_48.tif,EpsonV370-2,150,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-2\150\s7_49.tif,EpsonV370-2,150,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-2\150\s7_5.tif,EpsonV370-2,150,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-2\150\s7_50.tif,EpsonV370-2,150,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-2\150\s7_51.tif,EpsonV370-2,150,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-2\150\s7_52.tif,EpsonV370-2,150,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-2\150\s7_53.tif,EpsonV370-2,150,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-2\150\s7_54.tif,EpsonV370-2,150,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-2\150\s7_55.tif,EpsonV370-2,150,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-2\150\s7_56.tif,EpsonV370-2,150,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-2\150\s7_57.tif,EpsonV370-2,150,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-2\150\s7_58.tif,EpsonV370-2,150,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-2\150\s7_59.tif,EpsonV370-2,150,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-2\150\s7_6.tif,EpsonV370-2,150,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-2\150\s7_60.tif,EpsonV370-2,150,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-2\150\s7_61.tif,EpsonV370-2,150,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-2\150\s7_62.tif,EpsonV370-2,150,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-2\150\s7_63.tif,EpsonV370-2,150,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-2\150\s7_64.tif,EpsonV370-2,150,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-2\150\s7_65.tif,EpsonV370-2,150,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-2\150\s7_66.tif,EpsonV370-2,150,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-2\150\s7_67.tif,EpsonV370-2,150,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-2\150\s7_68.tif,EpsonV370-2,150,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-2\150\s7_69.tif,EpsonV370-2,150,Officials
C:\msys64\home\Raghav Thaman\internship\data\SUPATLANTIQUE_RAW\Officials\EpsonV370-2\150\s7_7.tif,EpsonV370-2,150,Officials
